year,population,region,deathCause,deaths
2013,1021470,KUJAWSKO-POMORSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,26
2014,1020307,KUJAWSKO-POMORSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,25
2015,1018075,KUJAWSKO-POMORSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,15
2016,1017376,KUJAWSKO-POMORSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,25
2017,1016832,KUJAWSKO-POMORSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,25
2018,1014548,KUJAWSKO-POMORSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,26
2019,1011592,KUJAWSKO-POMORSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,16
2020,1007145,KUJAWSKO-POMORSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,13
1999,1007967,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,482
2000,1008472,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,637
2001,1008983,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,724
2002,1008196,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,758
2003,1008786,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,860
2004,1009168,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,720
2005,1009198,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,633
2006,1008520,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,737
2007,1008481,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,829
2008,1008962,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,893
2009,1010047,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,760
2010,1023215,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,746
2011,1023158,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,836
2012,1023317,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,843
2013,1021470,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,840
2014,1020307,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1686
2015,1018075,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1100
2016,1017376,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1002
2017,1016832,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1241
2018,1014548,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1720
2019,1011592,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,2086
2020,1007145,KUJAWSKO-POMORSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,2508
1999,1007967,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,757
2000,1008472,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,673
2001,1008983,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,701
2002,1008196,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,743
2003,1008786,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,709
2004,1009168,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,632
2005,1009198,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,627
2006,1008520,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,636
2007,1008481,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,688
2008,1008962,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,637
2009,1010047,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,587
2010,1023215,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,618
2011,1023158,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,635
2012,1023317,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,604
2013,1021470,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,582
2014,1020307,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,531
2015,1018075,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,504
2016,1017376,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,542
2017,1016832,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,525
2018,1014548,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,511
2019,1011592,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,549
2020,1007145,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,477
1999,1007967,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,546
2000,1008472,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,455
2001,1008983,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,390
2002,1008196,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,420
2003,1008786,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,471
2004,1009168,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,373
2005,1009198,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,389
2006,1008520,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,397
2007,1008481,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,401
2008,1008962,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,334
2009,1010047,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,297
2010,1023215,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,344
2011,1023158,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,360
2012,1023317,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,323
2013,1021470,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,323
2014,1020307,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,275
2015,1018075,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,254
2016,1017376,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,350
2017,1016832,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,345
2018,1014548,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,343
2019,1011592,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,338
2020,1007145,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,319
1999,1007967,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,198
2000,1008472,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,162
2001,1008983,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,128
2002,1008196,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,154
2003,1008786,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,177
2004,1009168,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,153
2005,1009198,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,150
2006,1008520,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,149
2007,1008481,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,182
2008,1008962,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,169
2009,1010047,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,137
2010,1023215,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,138
2011,1023158,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,162
2012,1023317,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,124
2013,1021470,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,113
2014,1020307,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,88
2015,1018075,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,110
2016,1017376,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,151
2017,1016832,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,100
2018,1014548,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,103
2019,1011592,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,108
2020,1007145,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,99
1999,1007967,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,190
2000,1008472,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,136
2001,1008983,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,85
2002,1008196,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,99
2003,1008786,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,112
2004,1009168,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,91
2005,1009198,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,97
2006,1008520,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,82
2007,1008481,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,156
2008,1008962,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,156
2009,1010047,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,95
2010,1023215,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,85
2011,1023158,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,105
2012,1023317,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,86
2013,1021470,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,59
2014,1020307,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,40
2015,1018075,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,55
2016,1017376,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,80
2017,1016832,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,56
2018,1014548,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,82
2019,1011592,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,99
2020,1007145,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,73
1999,1007967,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,337
2000,1008472,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,280
2001,1008983,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,248
2002,1008196,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,253
2003,1008786,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,287
2004,1009168,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,207
2005,1009198,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,230
2006,1008520,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,238
2007,1008481,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,214
2008,1008962,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,159
2009,1010047,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,149
2010,1023215,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,203
2011,1023158,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,194
2012,1023317,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,192
2013,1021470,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,203
2014,1020307,KUJAWSKO-POMORSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,183
